,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
904,University of Illinois - Urbana- Champaign (UIUC),Mechanical Engineering,1.2,2020-2021,2nd,,2,2020,26290,0,22410,4980,27390,Engineering,Engineering,high,1100,1100,University of Illinois - Urbana- Champaign UIUC_Engineering
920,University of Illinois - Urbana- Champaign (UIUC),Accounting,1.48,2020-2021,1st,,1,2020,32500,0,26000,7600,33600,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1100,1100,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
931,University of California - San Diego (UCSD),Political Science,0.87,2018-2019,3rd,,3,2018,23000,23000,0,0,23000,HistPolSoc,HistPolSoc,low,0,0,University of California - San Diego UCSD_HistPolSoc
934,Pennsylvania State University (Penn State),Sociology,1.45,2019-2020,1st,,1,2019,32500,32500,0,0,32500,HistPolSoc,HistPolSoc,low,0,0,Pennsylvania State University Penn State_HistPolSoc
946,University of Rochester (UR),Finance,1.54,2019-2020,1st,,1,2019,33000,33000,0,0,33000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Rochester UR_MathematicsAndComputer Science
954,Duke University (DU),Music,1.06,2019-2020,5th,,5,2019,23500,0,23500,0,23500,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
971,Duke University (DU),Music,1.53,2018-2019,1st,,1,2018,34000,34000,0,0,34000,ArtsAndTheology,ArtsAndTheology,low,0,0,Duke University DU_ArtsAndTheology
982,University of Maryland - College Park (UMD),Bioengineering,1.03,2019-2020,1st,,1,2019,31121,32000,0,0,32000,Engineering,Engineering,low,879,879,University of Maryland - College Park UMD_Engineering
991,University of California - San Diego (UCSD),Bioinformatics,1.25,2019-2020,6th and up,,6,2019,33000,33000,0,0,33000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of California - San Diego UCSD_MathematicsAndComputer Science
1026,University of Colorado - Boulder (UCB),Communication,1.14,2019-2020,2nd,,2,2019,29000,0,26000,5000,31000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,2000,2000,University of Colorado - Boulder UCB_LinguisticsAndCommunication
1039,University of Southern California (USC),English,1.24,2018-2019,4th,,4,2018,32000,32000,0,0,32000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Southern California USC_LinguisticsAndCommunication
1057,Duke University (DU),Religion,1.55,2019-2020,3rd,This stipend represents a base stipend (~$24k/yr) plus an additional four-year fellowship from the grad school (~$5k/yr). The $5500 is an additional summer fellowship through our department. My total stipend is about $34k. We also have health insurance that we do not pay out of pocket for.,3,2019,34350,0,28850,5500,34350,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
1067,Rutgers the State University of New Jersey - New Brunswick,English,0.88,2018-2019,5th,"This is on fellowship; on a TA/GA , stipend is about 26,000",5,2018,22700,0,23000,0,23000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,300,300,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication
1083,University of Michigan - Ann Arbor (UM),History,1.36,2018-2019,1st,"I'm on a graduate school funding structure so I'm paid more upfront than my colleagues, but they will have more funding come year 5/6.",1,2018,31500,0,22000,10000,32000,HistPolSoc,HistPolSoc,high,500,500,University of Michigan - Ann Arbor UM_HistPolSoc
1084,Northwestern University (NU),Sociology,1.46,2018-2019,3rd,,3,2018,35500,36000,0,0,36000,HistPolSoc,HistPolSoc,low,500,500,Northwestern University NU_HistPolSoc
1086,Northwestern University (NU),History ,1.3,2019-2020,2nd,,2,2019,31625,32000,0,0,32000,HistPolSoc,HistPolSoc,low,375,375,Northwestern University NU_HistPolSoc
1087,University of Texas - Austin (UT),History,1.05,2018-2019,3rd,,3,2018,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
1088,Rutgers the State University of New Jersey - New Brunswick,English,1.12,2019-2020,1st,,1,2019,29000,0,25000,5000,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,1000,1000,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication
1106,Carnegie Mellon University (CMU),Chemical Engineering,1.49,2019-2020,1st,,1,2019,30750,31000,0,0,31000,Engineering,Engineering,low,250,250,Carnegie Mellon University CMU_Engineering
1108,Michigan State University (MSU),Psychology ,1.32,2018-2019,2nd,Fellowship level,2,2018,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,Michigan State University MSU_HistPolSoc
1136,California Institute of Technology (Caltech),Bioengineering,1.39,2019-2020,4th,,4,2019,36000,36000,0,0,36000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering
1145,Stanford University (SU),Biology,1.54,2019-2020,1st,,1,2019,44100,44500,0,0,44500,Biology,Biology,low,400,400,Stanford University SU_Biology
1146,University of North Carolina - Chapel Hill (UNC),History ,0.84,2019-2020,3rd,,3,2019,18700,0,15700,3000,18700,HistPolSoc,HistPolSoc,high,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc
1154,Yale University (YU),Psychology,1.24,2019-2020,3rd,,3,2019,30625,30625,0,0,30625,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc
1161,Emory University,Immunology,1.12,2016-2017,3rd,,3,2016,26175,28175,0,0,28175,Medical,Medical,low,2000,2000,Emory University_Medical
1215,University of Colorado - Boulder (UCB),Communication ,0.13,2019-2020,2nd,,2,2019,3240,0,2240,3000,5240,LinguisticsAndCommunication,LinguisticsAndCommunication,low,2000,2000,University of Colorado - Boulder UCB_LinguisticsAndCommunication
1227,Columbia University (CU),Sociology ,1.11,2018-2019,1st,,1,2018,33000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,1000,1000,Columbia University CU_HistPolSoc
1231,Arizona State University (ASU),Political Science,0.81,2018-2019,2nd,,2,2018,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0,Arizona State University ASU_HistPolSoc
1251,University of California - San Francisco (UCSF),Neuroscience,1.34,2019-2020,2nd,High cost of living,2,2019,40000,40000,0,0,40000,Medical,Medical,low,0,0,University of California - San Francisco UCSF_Medical
1256,University of North Carolina - Chapel Hill (UNC),Public Policy,1.03,2019-2020,6th and up,,6,2019,23000,0,18000,5000,23000,HistPolSoc,HistPolSoc,high,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc
1287,New York University (NYU),Biology ,1.34,2018-2019,2nd,7217 in teaching pay per semester ,2,2018,39852,39852,0,0,39852,Biology,Biology,low,0,0,New York University NYU_Biology
1296,University of Southern California (USC),Communication,1.25,2019-2020,6th and up,,6,2019,32400,33000,0,0,33000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,600,600,University of Southern California USC_LinguisticsAndCommunication
1301,Cornell University (CU),Astronomy,1.53,2019-2020,1st,Also covers tuition and most fees. Includes basic healthcare but eye and dental cost extra ($142 and $278 respectively). ,1,2019,37216,0,26000,11300,37300,PhysicsAndAstronomy,PhysicsAndAstronomy,high,84,84,Cornell University CU_PhysicsAndAstronomy
1320,University of California - Los Angeles (UCLA),Psychology,1.04,2019-2020,1st,,1,2019,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,University of California - Los Angeles UCLA_HistPolSoc
1362,University of Texas - Austin (UT),History,1.05,2019-2020,3rd,,3,2019,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
1382,Massachusetts Institute of Technology (MIT),Physics,1.43,2019-2020,2nd,,2,2019,39991,40331,0,0,40331,PhysicsAndAstronomy,PhysicsAndAstronomy,low,340,340,Massachusetts Institute of Technology MIT_PhysicsAndAstronomy
1392,University of Pennsylvania,Psychology,1.24,2016-2017,5th,,5,2016,30000,30000,0,0,30000,HistPolSoc,HistPolSoc,low,0,0,University of Pennsylvania_HistPolSoc
1404,Pennsylvania State University (Penn State),Geography,1.16,2019-2020,3rd,,3,2019,26000,26000,0,0,26000,Geography,Geography,low,0,0,Pennsylvania State University Penn State_Geography
1410,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.27,2019-2020,1st,,1,2019,29476,31500,0,0,31500,Engineering,Engineering,low,2024,2024,Georgia Institute of Technology Georgia Tech_Engineering
1420,University of North Carolina - Chapel Hill (UNC),History,0.76,2018-2019,3rd,"The summer funding we receive is only for the first 3 years in the department, afterwards we don't receive summer funding. ",3,2018,17000,0,15800,3000,18800,HistPolSoc,HistPolSoc,high,1800,1800,University of North Carolina - Chapel Hill UNC_HistPolSoc
1424,University of Illinois - Urbana- Champaign (UIUC),Bioengineering,1.06,2018-2019,2nd,"My stipend is slightly raised each year, however I believe that is my PI and not necessarily the department practice. I also receive a $4,000 additional grant per academic year.",2,2018,23333,24640,0,0,24640,Engineering,Engineering,low,1307,1307,University of Illinois - Urbana- Champaign UIUC_Engineering
1425,University of Minnesota - Twin Cities (UM),Political Science,1.06,2018-2019,4th,,4,2018,24400,25000,0,0,25000,HistPolSoc,HistPolSoc,low,600,600,University of Minnesota - Twin Cities UM_HistPolSoc
1430,University of North Carolina - Chapel Hill (UNC),Sociology,1.14,2007-2008,1st,Pop center fellowship,1,2007,21500,21500,0,0,21500,HistPolSoc,HistPolSoc,low,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc
1446,Rutgers the State University of New Jersey - New Brunswick,English,0.85,2018-2019,5th,,5,2018,22000,0,23000,0,23000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,1000,1000,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication
1453,Pennsylvania State University (Penn State),Mechanical Engineering,1.3,2013-2014,3rd,,3,2013,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,Pennsylvania State University Penn State_Engineering
1463,New York University (NYU),Biology,1.51,2019-2020,1st,"The second year and beyond we receive $400 per month for housing.  $7,000 additional if you TA a class.",1,2019,45000,45000,0,0,45000,Biology,Biology,low,0,0,New York University NYU_Biology
1465,New York University (NYU),Biology,1.51,2018-2019,1st,"The second year and beyond we receive $400 per month for housing.  $7,000 additional if you TA a class.",1,2018,45000,45000,0,0,45000,Biology,Biology,low,0,0,New York University NYU_Biology
1488,Stanford University (SU),Psychology,1.81,2018-2019,5th,This is a fellowship salary so includes a slightly higher base stipend and $5500 worth of bonuses from the fellowship. ,5,2018,51900,53000,0,0,53000,HistPolSoc,HistPolSoc,low,1100,1100,Stanford University SU_HistPolSoc
1500,Stanford University (SU),Biosciences,1.42,2018-2019,1st,Housing is 1300 per month,1,2018,40800,43800,0,0,43800,Biology,Biology,low,3000,3000,Stanford University SU_Biology
1521,University of Southern California (USC),Political Science,1.16,2018-2019,2nd,,2,2018,29949,0,30000,0,30000,HistPolSoc,HistPolSoc,high,51,51,University of Southern California USC_HistPolSoc
1522,Stanford University (SU),Biology ,1.54,2018-2019,4th,,4,2018,44270,44270,0,0,44270,Biology,Biology,low,0,0,Stanford University SU_Biology
1535,University of Pennsylvania,Cell and Molecular Biology,1.41,2019-2020,3rd,,3,2019,34000,34000,0,0,34000,Biology,Biology,low,0,0,University of Pennsylvania_Biology
1549,University of Wisconsin - Madison (UW),Statistics,1.03,2018-2019,2nd,,2,2018,23500,25000,0,0,25000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1500,1500,University of Wisconsin - Madison UW_MathematicsAndComputer Science
1565,University of Pennsylvania,Biology,1.33,2019-2020,2nd,Health care included. Not unionized,2,2019,32000,32000,0,0,32000,Biology,Biology,low,0,0,University of Pennsylvania_Biology
1580,University of Washington (UW),Biochemistry,1.45,2018-2019,5th,,5,2018,33800,35000,0,0,35000,Chemistry,Chemistry,low,1200,1200,University of Washington UW_Chemistry
1630,University of North Carolina - Chapel Hill (UNC),Political Science,0.9,2018-2019,4th,,4,2018,20000,20000,0,0,20000,HistPolSoc,HistPolSoc,low,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc
1638,Emory University,History,1.28,2019-2020,4th,,4,2019,29900,31000,0,0,31000,HistPolSoc,HistPolSoc,low,1100,1100,Emory University_HistPolSoc
1647,University of Florida (UF),Biology,0.87,2019-2020,2nd,,2,2019,19700,0,20500,0,20500,Biology,Biology,high,800,800,University of Florida UF_Biology
1658,University of Chicago (UC),Chemistry,1.38,2011-2012,1st,,1,2011,30000,30000,0,0,30000,Chemistry,Chemistry,low,0,0,University of Chicago UC_Chemistry
1675,University of Florida (UF),Biology,0.84,2019-2020,1st,Tuition covered,1,2019,19000,0,20500,0,20500,Biology,Biology,high,1500,1500,University of Florida UF_Biology
1678,Princeton University,Religion,1.27,2019-2020,3rd,,3,2019,32229,34443,0,0,34443,ArtsAndTheology,ArtsAndTheology,low,2214,2214,Princeton University_ArtsAndTheology
1702,University of Virginia (UVA),Psychology,1.05,2019-2020,3rd,Health insurance is also provided,3,2019,24000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,0,0,University of Virginia UVA_HistPolSoc
1703,Vanderbilt University,Chemical and Biomolecular Engineering,1.31,2018-2019,5th,"This stipend is to cover living expenses. Tuition, health insurance and gym fees are covered by Vanderbilt in the PhD Engineering program. ",5,2018,29970,30000,0,0,30000,Engineering,Engineering,low,30,30,Vanderbilt University_Engineering
1706,Cornell University (CU),Physics,1.52,2019-2020,6th and up,,6,2019,36865,37000,0,0,37000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,135,135,Cornell University CU_PhysicsAndAstronomy
1708,University of Delaware (UD),Chemical and Biomolecular Engineering,1.23,2019-2020,1st,Fees are paid each semester (~$400 each semester). Tuition is waived and only federal and state taxes are withheld. ,1,2019,31200,32000,0,0,32000,Engineering,Engineering,low,800,800,University of Delaware UD_Engineering
1709,University of Minnesota - Twin Cities (UM),Psychology,1.04,2019-2020,5th,"I'm on an NIH T32 fellowship. If I were not, I would be paid less, would not have guaranteed summer funding, and have more fees. ",5,2019,23870,24000,0,0,24000,HistPolSoc,HistPolSoc,low,130,130,University of Minnesota - Twin Cities UM_HistPolSoc
1729,University of Texas - Austin (UT),Biomedical Engineering,1.18,2019-2020,5th,,5,2019,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
1740,University of Illinois - Urbana- Champaign (UIUC),Mechanical engineering,0.1,2019-2020,1st,,1,2019,2300,2800,0,0,2800,Engineering,Engineering,low,500,500,University of Illinois - Urbana- Champaign UIUC_Engineering
1754,New York University (NYU),Sociology ,1.01,2019-2020,6th and up,,6,2019,30000,0,30000,0,30000,HistPolSoc,HistPolSoc,high,0,0,New York University NYU_HistPolSoc
1802,University of Rochester (UR),Mechanical Engineering,1.35,2019-2020,1st,,1,2019,28864,29500,0,0,29500,Engineering,Engineering,low,636,636,University of Rochester UR_Engineering
1804,Clemson University (CU),Electrical and Computer Engineering,0.6,2018-2019,2nd,The amounts are for a year. ,2,2018,12500,15000,0,0,15000,Engineering,Engineering,low,2500,2500,Clemson University CU_Engineering
1806,University of Texas - Austin (UT),Psychology,0.26,2019-2020,5th,,5,2019,6000,0,2000,4000,6000,HistPolSoc,HistPolSoc,low,0,0,University of Texas - Austin UT_HistPolSoc
1812,Rutgers the State University of New Jersey - New Brunswick,History,0.97,2018-2019,1st,,1,2018,25000,0,25000,0,25000,HistPolSoc,HistPolSoc,high,0,0,Rutgers the State University of New Jersey - New Brunswick_HistPolSoc
1815,Rice University,Ecology and Evolutionary Biology,1.12,2019-2020,2nd,,2,2019,24500,26000,0,0,26000,Biology,Biology,low,1500,1500,Rice University_Biology
