,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
370,University of California - Los Angeles (UCLA),Sociology ,1.12,2020-2021,1st,"Cota-Robles Fellowship from graduate division raises stipend to $25,000 instead of $24,000 for 9 months. $4,000 for summer is for first year only. ",1,2020,29000,0,25000,4000,29000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc
371,University of North Carolina - Chapel Hill (UNC),Biomedical Engineering,1.35,2020-2021,1st,Performing a lab rotation for the 1st year.,1,2020,30000,34000,0,0,34000,Engineering,Engineering,low,4000,4000,University of North Carolina - Chapel Hill UNC_Engineering
373,University of Michigan - Ann Arbor (UM),Macromolecular Science and Engineering,1.43,2020-2021,1st,Health insurance 100% covered by the department. ,1,2020,33000,33000,0,0,33000,Macromolecular Science and Engineering,Other,low,0,0,University of Michigan - Ann Arbor UM_Other
375,University of Southern California (USC),Molecular and Computational Biology,1.23,2019-2020,5th,,5,2019,31898,32000,0,0,32000,Molecular and Computational Biology,Other,low,102,102,University of Southern California USC_Other
376,University of Southern California (USC),Molecular and Computational Biology,1.23,2018-2019,4th,,4,2018,31904,32000,0,0,32000,Molecular and Computational Biology,Other,low,96,96,University of Southern California USC_Other
377,University of Southern California (USC),Molecular and Computational Biology,1.16,2017-2018,3rd,,3,2017,29904,30000,0,0,30000,Molecular and Computational Biology,Other,low,96,96,University of Southern California USC_Other
378,University of Southern California (USC),Molecular and Computational Biology,1.15,2016-2017,2nd,,2,2016,29874,30000,0,0,30000,Molecular and Computational Biology,Other,low,126,126,University of Southern California USC_Other
379,University of Southern California (USC),Molecular and Computational Biology,1.15,2015-2016,1st,,1,2015,29885,30000,0,0,30000,Molecular and Computational Biology,Other,low,115,115,University of Southern California USC_Other
380,University of California - Santa Barbara (UCSB),Film Studies ,0.88,2020-2021,1st,Not a great package. ,1,2020,23000,0,23000,0,23000,Film Studies ,Other,high,0,0,University of California - Santa Barbara UCSB_Other
386,Princeton University,Politics,1.4,2020-2021,1st,,1,2020,35500,35500,0,0,35500,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
388,University of South Carolina (USC),Chemistry,1.15,2020-2021,1st,,1,2020,26000,26000,0,0,26000,Chemistry,Chemistry,low,0,0,University of South Carolina USC_Chemistry
390,Northwestern University (NU),Chemistry ,1.38,2020-2021,1st,"I have an additional fellowship that is $10,000/year, so actually making $43,504 before taxes",1,2020,33504,33504,0,0,33504,Chemistry,Chemistry,low,0,0,Northwestern University NU_Chemistry
391,Stony Brook University - SUNY,Computer Science,0.63,2020-2021,1st,,1,2020,17500,0,20000,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,2500,2500,Stony Brook University - SUNY_MathematicsAndComputer Science
392,University of Georgia (UGA),Institute of Bioinformatics,1.11,2020-2021,6th and up,,6,2020,23447,27416,0,0,27416,Institute of Bioinformatics,Other,low,3969,3969,University of Georgia UGA_Other
393,Northwestern University (NU),Materials Science and Engineering,1.38,2020-2021,1st,NSF Fellow. Additional Health insurance.,1,2020,33504,33504,0,0,33504,Engineering,Engineering,low,0,0,Northwestern University NU_Engineering
394,University of California - Berkeley,Materials Science and Engineering,1.28,2020-2021,1st,"NSF Fellow, GSR (Graduate Student Researcher) position. Additional Health and dental insurance. Summer months have higher distribution. ",1,2020,35485,35485,0,0,35485,Engineering,Engineering,low,0,0,University of California - Berkeley_Engineering
395,Stanford University (SU),Materials Science and Engineering,1.5,2020-2021,1st,Base Rate. Not including additional 50% insurance subsidy. ,1,2020,43000,43000,0,0,43000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
396,Stanford University (SU),Materials Science and Engineering,1.64,2020-2021,1st,"NSF Fellow, allotted higher stipend compared to base rate. Not including additional 50% insurance subsidy. ",1,2020,47200,47200,0,0,47200,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
397,Princeton University,political science,1.4,2020-2021,1st,,1,2020,35500,35500,0,0,35500,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
400,University of Chicago (UC),Divinity/PhD,1.23,2020-2021,1st,,1,2020,29752,31000,0,0,31000,Divinity/PhD,Other,low,1248,1248,University of Chicago UC_Other
401,University of Virginia (UVA),Materials Science and Engineering,1.09,2020-2021,2nd,,2,2020,25000,25000,0,0,25000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
404,University of Pennsylvania,Electrical and Systems Engineering,1.45,2020-2021,1st,,1,2020,35000,35000,0,0,35000,Electrical and Systems Engineering,Other,low,0,0,University of Pennsylvania_Other
405,University of North Carolina - Chapel Hill (UNC),Health Behavior,0.71,2020-2021,1st,,1,2020,15700,0,15700,0,15700,Health Behavior,Other,high,0,0,University of North Carolina - Chapel Hill UNC_Other
407,University of Pennsylvania,BMB,1.47,2020-2021,1st,,1,2020,35500,35500,0,0,35500,BMB,Other,low,0,0,University of Pennsylvania_Other
409,University of Illinois - Urbana- Champaign (UIUC),Electrical and Computer Engineering,1.2,2020-2021,1st,11 months of support. Tuition waiver and partial fee waiver.,1,2020,26400,26400,0,0,26400,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
410,University of California - San Diego (UCSD),VisualArts,0.65,2020-2021,1st,,1,2020,17239,31406,0,0,31406,VisualArts,Other,low,14167,14167,University of California - San Diego UCSD_Other
413,Rice University,Bioengineering,1.42,2020-2021,1st,,1,2020,31075,32500,0,0,32500,Engineering,Engineering,low,1425,1425,Rice University_Engineering
416,University of Southern California (USC),ECE,1.23,2020-2021,1st,,1,2020,31900,32000,0,0,32000,ECE,Other,low,100,100,University of Southern California USC_Other
429,University of Chicago (UC),Economics,1.73,2020-2021,1st,Department of Economics,1,2020,42000,42000,0,0,42000,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Chicago UC_BusinessAndManagement
430,University of Chicago (UC),Economics,1.79,2020-2021,1st,Booth,1,2020,43500,43500,0,0,43500,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Chicago UC_BusinessAndManagement
433,Virginia Tech,Electrical Engineering,1.09,2020-2021,1st,Offer letter / GRA + tuition waiver,1,2020,23000,23000,0,0,23000,Engineering,Engineering,low,0,0,Virginia Tech_Engineering
435,Carnegie Mellon University (CMU),Computer Science Department,1.26,2020-2021,1st,,1,2020,26096,0,27000,0,27000,Computer Science Department,Other,high,904,904,Carnegie Mellon University CMU_Other
438,Northwestern University (NU),History,1.34,2020-2021,1st,"First year is fellowship, assistantships in years to follow",1,2020,32500,33000,0,0,33000,HistPolSoc,HistPolSoc,low,500,500,Northwestern University NU_HistPolSoc
439,University of Oklahoma (OU),Data Science and Analytics,0.94,2020-2021,1st,,1,2020,19000,24000,0,0,24000,Data Science and Analytics,Other,low,5000,5000,University of Oklahoma OU_Other
445,University of Wisconsin - Madison (UW),statistics,0.85,2020-2021,1st,,1,2020,19500,0,20200,0,20200,MathematicsAndComputer Science,MathematicsAndComputer Science,high,700,700,University of Wisconsin - Madison UW_MathematicsAndComputer Science
450,Duke University (DU),Mechanical Engineering and Materials Science,1.46,2020-2021,1st,,1,2020,32400,32400,0,0,32400,Mechanical Engineering and Materials Science,Other,low,0,0,Duke University DU_Other
453,University of California - Los Angeles (UCLA),sociology,0.93,2020-2021,1st,,1,2020,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc
456,Brown University,Hispanic studies ,1.31,2019-2020,1st,,1,2019,29800,30000,0,0,30000,Hispanic studies ,Other,low,200,200,Brown University_Other
460,Indiana University,political science ,0.86,2020-2021,1st,,1,2020,18600,0,20000,0,20000,political science ,Other,high,1400,1400,Indiana University_Other
461,University of California - San Diego (UCSD),Communications,0.83,2020-2021,2nd,,2,2020,22000,0,22000,0,22000,Communications,Other,high,0,0,University of California - San Diego UCSD_Other
466,University of California - San Diego (UCSD),Political  Science,1.02,2020-2021,1st,"5k summer stipend, 10k fellowship, 10k TAship. ",1,2020,27012,27012,0,0,27012,Political  Science,Other,low,0,0,University of California - San Diego UCSD_Other
469,Columbia University (CU),Ceem,1.32,2020-2021,2nd,,2,2020,39155,40155,0,0,40155,Ceem,Other,low,1000,1000,Columbia University CU_Other
470,University of Wisconsin - Madison (UW),Engineering Physics,1.14,2020-2021,1st,,1,2020,26000,27500,0,0,27500,Engineering Physics,Other,low,1500,1500,University of Wisconsin - Madison UW_Other
471,University of California - Berkeley,Political Science,1.3,2019-2020,1st,,1,2019,36000,36000,0,0,36000,HistPolSoc,HistPolSoc,low,0,0,University of California - Berkeley_HistPolSoc
473,Virginia Tech,Electrical and Computer Engineering,1.1,2020-2021,1st,,1,2020,23070,0,25200,0,25200,Engineering,Engineering,high,2130,2130,Virginia Tech_Engineering
477,Arizona State University (ASU),Sustainability ,0.77,2020-2021,1st,,1,2020,17000,0,17000,0,17000,Sustainability ,Other,high,0,0,Arizona State University ASU_Other
478,University of Michigan - Ann Arbor (UM),Statistics,1.27,2020-2021,1st,,1,2020,29300,0,24300,5000,29300,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Michigan - Ann Arbor UM_MathematicsAndComputer Science
479,University of California - Los Angeles (UCLA),Chemical Engineering,1.24,2020-2021,1st,,1,2020,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,University of California - Los Angeles UCLA_Engineering
481,University of Illinois - Urbana- Champaign (UIUC),Math,0.95,2020-2021,1st,Also receive SLOAN fellowship and Graduate College Fellowship,1,2020,20950,0,21600,0,21600,MathematicsAndComputer Science,MathematicsAndComputer Science,high,650,650,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
484,University of Texas - Austin (UT),Biomedical Engineering,1.4,2020-2021,5th,$5000 Engineering faculty fellowship ,5,2020,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
488,Northwestern University (NU),Materials Science & Engineering,1.38,2020-2021,1st,,1,2020,33570,33570,0,0,33570,Materials Science & Engineering,Other,low,0,0,Northwestern University NU_Other
489,Stanford University (SU),Biosciences,1.6,2020-2021,1st,,1,2020,46000,46000,0,0,46000,Biology,Biology,low,0,0,Stanford University SU_Biology
490,University of Texas - Austin (UT),Advertising,1.11,2020-2021,1st,,1,2020,25320,0,25320,0,25320,Advertising,Other,high,0,0,University of Texas - Austin UT_Other
491,University of Florida (UF),Interdiciplinary Ecology,1.1,2020-2021,1st,TA for 4 terms,1,2020,25000,25000,0,0,25000,Interdiciplinary Ecology,Other,low,0,0,University of Florida UF_Other
492,University of California - Davis (UCD),Sociology,1.0,2020-2021,1st,,1,2020,23959,0,23109,2000,25109,HistPolSoc,HistPolSoc,high,1150,1150,University of California - Davis UCD_HistPolSoc
493,University of Connecticut (UConn),human development and family studies ,1.04,2020-2021,1st,,1,2020,25410,0,25410,0,25410,human development and family studies ,Other,high,0,0,University of Connecticut UConn_Other
500,Vanderbilt University,Biological and Biomedical Sciences/IGP/Human Genetics,1.44,2019-2020,1st,Interdisciplinary Graduate Program (IGP),1,2019,33000,33000,0,0,33000,Biological and Biomedical Sciences/IGP/Human Genetics,Other,low,0,0,Vanderbilt University_Other
502,University of Chicago (UC),Biosciences/Human Genetics,1.39,2020-2021,1st,$750 given one time for moving expenses,1,2020,33652,33652,0,0,33652,Biosciences/Human Genetics,Other,low,0,0,University of Chicago UC_Other
503,Stanford University (SU),Biosciences/Genetics,1.59,2020-2021,1st,,1,2020,45792,45792,0,0,45792,Biosciences/Genetics,Other,low,0,0,Stanford University SU_Other
504,University of California - Berkeley,Computational Biology,1.36,2020-2021,1st,,1,2020,37750,37750,0,0,37750,Computational Biology,Other,low,0,0,University of California - Berkeley_Other
507,Duke University (DU),ECE,1.46,2020-2021,1st,,1,2020,32400,32400,0,0,32400,ECE,Other,low,0,0,Duke University DU_Other
514,Michigan State University (MSU),media and information,1.21,2020-2021,1st,,1,2020,24733,0,18500,6233,24733,media and information,Other,high,0,0,Michigan State University MSU_Other
515,Massachusetts Institute of Technology (MIT),Sloan,1.61,2020-2021,1st,,1,2020,45000,45000,0,0,45000,Sloan,Other,low,0,0,Massachusetts Institute of Technology MIT_Other
518,University of Illinois - Urbana- Champaign (UIUC),Environmental Engineering,1.57,2020-2021,1st,,1,2020,34500,35000,0,0,35000,Engineering,Engineering,low,500,500,University of Illinois - Urbana- Champaign UIUC_Engineering
519,Drexel University (DU),Electrical Engineering,0.74,2020-2021,4th,,4,2020,17820,0,17820,0,17820,Engineering,Engineering,high,0,0,Drexel University DU_Engineering
522,University of California - Berkeley,sociology,1.01,2020-2021,1st,,1,2020,28000,0,26000,2000,28000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
525,University of Texas - Dallas (UTD),Mechanical Engineering,1.04,2020-2021,1st,You have to pay health insurance (1158 per semester) or you need to take premium tax credit for a CAA approved health insurance.  Costly city. An international student may lose their possibility to apply for immigration due to taking the tax credit.,1,2020,22400,22400,0,0,22400,Engineering,Engineering,low,0,0,University of Texas - Dallas UTD_Engineering
527,University of Florida (UF),Civil and Coastal engineering,1.14,2020-2021,1st,,1,2020,25800,27000,0,0,27000,Civil and Coastal engineering,Other,low,1200,1200,University of Florida UF_Other
533,University of Minnesota - Twin Cities (UM),Developmental Psychology,1.0,2020-2021,2nd,,2,2020,23000,25000,0,0,25000,Developmental Psychology,Other,low,2000,2000,University of Minnesota - Twin Cities UM_Other
541,University of Minnesota - Twin Cities (UM),pharmaceutics,0.98,2020-2021,2nd,,2,2020,22500,24700,0,0,24700,pharmaceutics,Other,low,2200,2200,University of Minnesota - Twin Cities UM_Other
542,Ohio State University (OSU),educational studies,1.31,2020-2021,1st,,1,2020,26312,26312,0,0,26312,educational studies,Other,low,0,0,Ohio State University OSU_Other
544,University of Hawaii - Manoa (UH),American Studies,0.62,2020-2021,1st,,1,2020,18990,18990,0,0,18990,American Studies,Other,low,0,0,University of Hawaii - Manoa UH_Other
545,New York University (NYU),Tandon Computer Science,1.21,2020-2021,1st,"No fees or tuition. Healthcare included. In the summer you get a higer pay if you choose to stay at the uni, so in practice it's slightly higher than this.",1,2020,36000,36000,0,0,36000,Tandon Computer Science,Other,low,0,0,New York University NYU_Other
546,New York University (NYU),Tandon Computer Science,0.1,2020-2021,1st,"No fees or tuition. Healthcare included.

In the summer you get a higer pay if you choose to stay at the uni.",1,2020,3000,0,3000,0,3000,Tandon Computer Science,Other,low,0,0,New York University NYU_Other
548,Duke University (DU),Music Composition,1.53,2019-2020,1st,"Tuition, Fees, and Health insurance are covered by the university in addition to the stipend. 100% of Overall Pay listed goes directly to the student for living expenses. ",1,2019,34000,34000,0,0,34000,Music Composition,Other,low,0,0,Duke University DU_Other
