,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
371,University of North Carolina - Chapel Hill (UNC),Biomedical Engineering,1.35,2020-2021,1st,Performing a lab rotation for the 1st year.,1,2020,30000,34000,0,0,34000,Engineering,Engineering,low,4000,4000,University of North Carolina - Chapel Hill UNC_Engineering
372,University of Texas - Austin (UT),Economics,0.88,2020-2021,1st,,1,2020,20000,20000,0,0,20000,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Texas - Austin UT_BusinessAndManagement
374,University of Miami (UM),Business,1.35,2020-2021,1st,,1,2020,32225,32225,0,0,32225,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Miami UM_BusinessAndManagement
384,Clemson University (CU),Economics ,1.18,2020-2021,1st,,1,2020,24600,0,27000,0,27000,BusinessAndManagement,BusinessAndManagement,high,2400,2400,Clemson University CU_BusinessAndManagement
385,Pennsylvania State University (Penn State),Anthropology,1.34,2019-2020,1st,,1,2019,30000,30000,0,0,30000,Biology,Biology,low,0,0,Pennsylvania State University Penn State_Biology
386,Princeton University,Politics,1.4,2020-2021,1st,,1,2020,35500,35500,0,0,35500,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
387,North Carolina State University (NCSU),Chemistry ,1.03,2020-2021,1st,Required to pay student fee,1,2020,23500,25500,0,0,25500,Chemistry,Chemistry,low,2000,2000,North Carolina State University NCSU_Chemistry
388,University of South Carolina (USC),Chemistry,1.15,2020-2021,1st,,1,2020,26000,26000,0,0,26000,Chemistry,Chemistry,low,0,0,University of South Carolina USC_Chemistry
390,Northwestern University (NU),Chemistry ,1.38,2020-2021,1st,"I have an additional fellowship that is $10,000/year, so actually making $43,504 before taxes",1,2020,33504,33504,0,0,33504,Chemistry,Chemistry,low,0,0,Northwestern University NU_Chemistry
391,Stony Brook University - SUNY,Computer Science,0.63,2020-2021,1st,,1,2020,17500,0,20000,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,2500,2500,Stony Brook University - SUNY_MathematicsAndComputer Science
393,Northwestern University (NU),Materials Science and Engineering,1.38,2020-2021,1st,NSF Fellow. Additional Health insurance.,1,2020,33504,33504,0,0,33504,Engineering,Engineering,low,0,0,Northwestern University NU_Engineering
394,University of California - Berkeley,Materials Science and Engineering,1.28,2020-2021,1st,"NSF Fellow, GSR (Graduate Student Researcher) position. Additional Health and dental insurance. Summer months have higher distribution. ",1,2020,35485,35485,0,0,35485,Engineering,Engineering,low,0,0,University of California - Berkeley_Engineering
395,Stanford University (SU),Materials Science and Engineering,1.5,2020-2021,1st,Base Rate. Not including additional 50% insurance subsidy. ,1,2020,43000,43000,0,0,43000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
396,Stanford University (SU),Materials Science and Engineering,1.64,2020-2021,1st,"NSF Fellow, allotted higher stipend compared to base rate. Not including additional 50% insurance subsidy. ",1,2020,47200,47200,0,0,47200,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
397,Princeton University,political science,1.4,2020-2021,1st,,1,2020,35500,35500,0,0,35500,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
401,University of Virginia (UVA),Materials Science and Engineering,1.09,2020-2021,2nd,,2,2020,25000,25000,0,0,25000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
408,University of California - San Diego (UCSD),Chemistry,1.28,2020-2021,3rd,,3,2020,34000,34000,0,0,34000,Chemistry,Chemistry,low,0,0,University of California - San Diego UCSD_Chemistry
409,University of Illinois - Urbana- Champaign (UIUC),Electrical and Computer Engineering,1.2,2020-2021,1st,11 months of support. Tuition waiver and partial fee waiver.,1,2020,26400,26400,0,0,26400,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
411,Cornell University (CU),Chemistry,1.5,2020-2021,1st,,1,2020,36306,36306,0,0,36306,Chemistry,Chemistry,low,0,0,Cornell University CU_Chemistry
413,Rice University,Bioengineering,1.42,2020-2021,1st,,1,2020,31075,32500,0,0,32500,Engineering,Engineering,low,1425,1425,Rice University_Engineering
415,Syracuse University,Computer Science,0.95,2020-2021,1st,,1,2020,20366,0,20366,0,20366,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Syracuse University_MathematicsAndComputer Science
418,Brown University,Epidemiology,1.16,2019-2020,2nd,"* Summer is a free-for-all. You receive a fraction of a stipend, but will be responsible to make up the remaining amount with additional work, RAships, etc., but your expectation of work hours DOES NOT change!!",2,2019,26363,0,26363,0,26363,Medical,Medical,high,0,0,Brown University_Medical
425,University of South Carolina (USC),Anthropology,0.51,2020-2021,1st,,1,2020,11500,0,13500,0,13500,Biology,Biology,high,2000,2000,University of South Carolina USC_Biology
426,Columbia University (CU),Economics,1.38,2020-2021,1st,,1,2020,41000,41000,0,0,41000,BusinessAndManagement,BusinessAndManagement,low,0,0,Columbia University CU_BusinessAndManagement
427,New York University (NYU),Economics,0.87,2020-2021,1st,,1,2020,26000,26000,0,0,26000,BusinessAndManagement,BusinessAndManagement,low,0,0,New York University NYU_BusinessAndManagement
428,Northwestern University (NU),Economics,1.38,2020-2021,1st,,1,2020,33500,33500,0,0,33500,BusinessAndManagement,BusinessAndManagement,low,0,0,Northwestern University NU_BusinessAndManagement
429,University of Chicago (UC),Economics,1.73,2020-2021,1st,Department of Economics,1,2020,42000,42000,0,0,42000,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Chicago UC_BusinessAndManagement
430,University of Chicago (UC),Economics,1.79,2020-2021,1st,Booth,1,2020,43500,43500,0,0,43500,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Chicago UC_BusinessAndManagement
431,University of Illinois - Chicago (UIC),Anthropology,0.85,2020-2021,1st,,1,2020,20615,0,20615,0,20615,Biology,Biology,high,0,0,University of Illinois - Chicago UIC_Biology
432,University of California - Los Angeles (UCLA),Linguistics,1.35,2020-2021,1st,,1,2020,35000,0,29000,6000,35000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,University of California - Los Angeles UCLA_LinguisticsAndCommunication
433,Virginia Tech,Electrical Engineering,1.09,2020-2021,1st,Offer letter / GRA + tuition waiver,1,2020,23000,23000,0,0,23000,Engineering,Engineering,low,0,0,Virginia Tech_Engineering
434,Princeton University,Computer Science,1.41,2020-2021,1st,Fellowship with $5000 bonus on top of normal stipend.,1,2020,35800,0,35800,0,35800,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Princeton University_MathematicsAndComputer Science
436,University of California - San Diego (UCSD),Neuroscience,1.3,2020-2021,1st,,1,2020,34500,34500,0,0,34500,Medical,Medical,low,0,0,University of California - San Diego UCSD_Medical
437,Georgetown University,Biology,1.07,2020-2021,3rd,,3,2020,33000,33000,0,0,33000,Biology,Biology,low,0,0,Georgetown University_Biology
438,Northwestern University (NU),History,1.34,2020-2021,1st,"First year is fellowship, assistantships in years to follow",1,2020,32500,33000,0,0,33000,HistPolSoc,HistPolSoc,low,500,500,Northwestern University NU_HistPolSoc
442,Texas Tech University (TTU),Chemical Engineering,1.18,2020-2021,1st,Out of pocket health insurance ,1,2020,24000,29000,0,0,29000,Engineering,Engineering,low,5000,5000,Texas Tech University TTU_Engineering
443,Louisiana State University - Baton Rouge,Chemical Engineering,1.15,2020-2021,1st,"$2800 University health insurance, ~$400 Mandatory fees",1,2020,25000,25000,0,0,25000,Engineering,Engineering,low,0,0,Louisiana State University - Baton Rouge_Engineering
445,University of Wisconsin - Madison (UW),statistics,0.85,2020-2021,1st,,1,2020,19500,0,20200,0,20200,MathematicsAndComputer Science,MathematicsAndComputer Science,high,700,700,University of Wisconsin - Madison UW_MathematicsAndComputer Science
447,Georgetown University,Biochemistry ,1.0,2020-2021,2nd,,2,2020,31000,31000,0,0,31000,Chemistry,Chemistry,low,0,0,Georgetown University_Chemistry
453,University of California - Los Angeles (UCLA),sociology,0.93,2020-2021,1st,,1,2020,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc
457,University of Maryland - College Park (UMD),economics,0.73,2020-2021,1st,,1,2020,22161,22286,0,0,22286,BusinessAndManagement,BusinessAndManagement,low,125,125,University of Maryland - College Park UMD_BusinessAndManagement
463,University of Cincinnati (UC),Political Science,0.81,2020-2021,1st,,1,2020,15547,0,16000,0,16000,HistPolSoc,HistPolSoc,high,453,453,University of Cincinnati UC_HistPolSoc
464,Florida State University (FSU),Political Science,0.94,2020-2021,1st,,1,2020,22000,23000,0,0,23000,HistPolSoc,HistPolSoc,low,1000,1000,Florida State University FSU_HistPolSoc
471,University of California - Berkeley,Political Science,1.3,2019-2020,1st,,1,2019,36000,36000,0,0,36000,HistPolSoc,HistPolSoc,low,0,0,University of California - Berkeley_HistPolSoc
473,Virginia Tech,Electrical and Computer Engineering,1.1,2020-2021,1st,,1,2020,23070,0,25200,0,25200,Engineering,Engineering,high,2130,2130,Virginia Tech_Engineering
478,University of Michigan - Ann Arbor (UM),Statistics,1.27,2020-2021,1st,,1,2020,29300,0,24300,5000,29300,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Michigan - Ann Arbor UM_MathematicsAndComputer Science
479,University of California - Los Angeles (UCLA),Chemical Engineering,1.24,2020-2021,1st,,1,2020,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,University of California - Los Angeles UCLA_Engineering
481,University of Illinois - Urbana- Champaign (UIUC),Math,0.95,2020-2021,1st,Also receive SLOAN fellowship and Graduate College Fellowship,1,2020,20950,0,21600,0,21600,MathematicsAndComputer Science,MathematicsAndComputer Science,high,650,650,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
484,University of Texas - Austin (UT),Biomedical Engineering,1.4,2020-2021,5th,$5000 Engineering faculty fellowship ,5,2020,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
486,University of Southern California (USC),Environmental Engineering,1.24,2020-2021,1st,,1,2020,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,University of Southern California USC_Engineering
487,Florida State University (FSU),Communication,1.02,2019-2020,1st,Sumer funding guaranteed. ,1,2019,23700,0,17700,6000,23700,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,Florida State University FSU_LinguisticsAndCommunication
489,Stanford University (SU),Biosciences,1.6,2020-2021,1st,,1,2020,46000,46000,0,0,46000,Biology,Biology,low,0,0,Stanford University SU_Biology
492,University of California - Davis (UCD),Sociology,1.0,2020-2021,1st,,1,2020,23959,0,23109,2000,25109,HistPolSoc,HistPolSoc,high,1150,1150,University of California - Davis UCD_HistPolSoc
496,Northeastern University (NU),Electrical and Computer Engineering,1.19,2019-2020,1st,,1,2019,34200,34200,0,0,34200,Engineering,Engineering,low,0,0,Northeastern University NU_Engineering
501,University of Central Florida (UCF),Statistics,0.78,2020-2021,1st,,1,2020,18000,18000,0,0,18000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Central Florida UCF_MathematicsAndComputer Science
516,University of California - San Diego (UCSD),Clinical Psychology,0.96,2020-2021,1st,,1,2020,25320,25320,0,0,25320,Medical,Medical,low,0,0,University of California - San Diego UCSD_Medical
517,University of Utah,Economics,0.83,2020-2021,1st,,1,2020,18500,0,18500,0,18500,BusinessAndManagement,BusinessAndManagement,high,0,0,University of Utah_BusinessAndManagement
518,University of Illinois - Urbana- Champaign (UIUC),Environmental Engineering,1.57,2020-2021,1st,,1,2020,34500,35000,0,0,35000,Engineering,Engineering,low,500,500,University of Illinois - Urbana- Champaign UIUC_Engineering
519,Drexel University (DU),Electrical Engineering,0.74,2020-2021,4th,,4,2020,17820,0,17820,0,17820,Engineering,Engineering,high,0,0,Drexel University DU_Engineering
522,University of California - Berkeley,sociology,1.01,2020-2021,1st,,1,2020,28000,0,26000,2000,28000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
525,University of Texas - Dallas (UTD),Mechanical Engineering,1.04,2020-2021,1st,You have to pay health insurance (1158 per semester) or you need to take premium tax credit for a CAA approved health insurance.  Costly city. An international student may lose their possibility to apply for immigration due to taking the tax credit.,1,2020,22400,22400,0,0,22400,Engineering,Engineering,low,0,0,University of Texas - Dallas UTD_Engineering
535,University of Pennsylvania,Chemical and Biomolecular Engineering,1.41,2019-2020,1st,,1,2019,34000,34000,0,0,34000,Engineering,Engineering,low,0,0,University of Pennsylvania_Engineering
539,University of California - Davis (UCD),Communication,0.89,2020-2021,1st,"Around 22k/yr without potential summer salary + health insurance + tuition and partial fee waiver . Will have to pay a small portion of fees of 600 per yr. Summer fundings are not guaranteed, but it seems like everyone who applied for a summer teaching assignment got what they wanted. ",1,2020,21311,0,21911,0,21911,LinguisticsAndCommunication,LinguisticsAndCommunication,high,600,600,University of California - Davis UCD_LinguisticsAndCommunication
543,University of Missouri (MU),Biochemistry,1.46,2020-2021,1st,I was awarded the Life Science Fellowship with a recurring stipend of 30k for up to four years. ,1,2020,30000,30000,0,0,30000,Chemistry,Chemistry,low,0,0,University of Missouri MU_Chemistry
551,Oregon State University (OSU),Computer Science,1.18,2020-2021,1st,,1,2020,24600,24600,0,0,24600,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,Oregon State University OSU_MathematicsAndComputer Science
552,Johns Hopkins University (JHU),Materials Science and Engineering,1.22,2020-2021,1st,,1,2020,31500,31500,0,0,31500,Engineering,Engineering,low,0,0,Johns Hopkins University JHU_Engineering
567,Virginia Tech,Civil and Environmental Engineering,1.23,2020-2021,1st,,1,2020,26000,26000,0,0,26000,Engineering,Engineering,low,0,0,Virginia Tech_Engineering
569,Northwestern University (NU),Bioengineering,1.38,2020-2021,1st,,1,2020,33500,34000,0,0,34000,Engineering,Engineering,low,500,500,Northwestern University NU_Engineering
572,Iowa State University (ISU),Electrical and Computer Engineering,1.15,2020-2021,1st,"also provided: 100% tuition scholarship, medical and prescription drug insurance. Dental insurance is available for purchase.
Iowa's cost of living is very favorable.",1,2020,24468,25200,0,0,25200,Engineering,Engineering,low,732,732,Iowa State University ISU_Engineering
573,University of California - Santa Barbara (UCSB),History,0.84,2020-2021,1st,,1,2020,22000,22000,0,0,22000,HistPolSoc,HistPolSoc,low,0,0,University of California - Santa Barbara UCSB_HistPolSoc
579,Colorado State University (CSU),Chemistry,1.03,2020-2021,1st,"Fees don't include health insurance (300/yr), 1300 in fees/semester, ",1,2020,23150,25750,0,0,25750,Chemistry,Chemistry,low,2600,2600,Colorado State University CSU_Chemistry
589,University of South Carolina (USC),Linguistics,0.89,2020-2021,1st,,1,2020,20000,20000,0,0,20000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of South Carolina USC_LinguisticsAndCommunication
590,University of Southern California (USC),Computer Science,1.31,2019-2020,5th,,5,2019,34000,34000,0,0,34000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Southern California USC_MathematicsAndComputer Science
591,Princeton University,Sociology,1.4,2020-2021,1st,"Additional $3,000 in August for years 1 and 2",1,2020,35500,35500,0,0,35500,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
592,University of Texas - Austin (UT),Biomedical Engineering,1.01,2020-2021,5th,,5,2020,23000,23000,0,0,23000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
