,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept,Overall_Pay_corr,Fees_corr,Dep_LeftRight
113,New York University (NYU),History,1.09,2020-2021,1st,"Additional $1000 Deans Supplementary Fellowship Grant given to me in my first stipend check. Summer funding guaranteed after years 2, 3, and 4, but not in other years. Additional pay for teaching, up to $13,500 per year.",1,2020,32500,0,29500,3000,32500,HistPolSoc,HistPolSoc,high,0,0,New York University NYU_HistPolSoc,29816.513761467886,0.0,1
114,University of California - San Diego (UCSD),Math,0.99,2019-2020,1st,,1,2019,26157,0,26157,0,26157,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of California - San Diego UCSD_MathematicsAndComputer Science,26421.21212121212,0.0,0
115,Yale University (YU),Genetics,1.66,2020-2021,3rd,Includes yearly stipend bonus for external fellowship ,3,2020,41125,41125,0,0,41125,Biology,Biology,low,0,0,Yale University YU_Biology,24774.09638554217,0.0,0
116,University of Southern California (USC),Math,1.18,2020-2021,1st,,1,2020,30500,30500,0,0,30500,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Southern California USC_MathematicsAndComputer Science,25847.457627118645,0.0,0
117,Stanford University (SU),Bioengineering,1.51,2020-2021,1st,,1,2020,43404,46200,0,0,46200,Engineering,Engineering,low,2796,2796,Stanford University SU_Engineering,28744.370860927153,1851.6556291390727,0
118,Yale University (YU),Economics,1.5,2016-2017,4th,Free healthcare,4,2016,37000,0,37000,0,37000,BusinessAndManagement,BusinessAndManagement,high,0,0,Yale University YU_BusinessAndManagement,24666.666666666668,0.0,0
119,University of Chicago (UC),English,1.4,2019-2020,1st,,1,2019,34000,34000,0,0,34000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Chicago UC_LinguisticsAndCommunication,24285.714285714286,0.0,1
120,Rice University,Bioengineering,1.44,2019-2020,1st,,1,2019,31500,31500,0,0,31500,Engineering,Engineering,low,0,0,Rice University_Engineering,21875.0,0.0,0
121,Carnegie Mellon University (CMU),Biomedical Engineering,1.5,2020-2021,2nd,,2,2020,31000,32000,0,0,32000,Engineering,Engineering,low,1000,1000,Carnegie Mellon University CMU_Engineering,20666.666666666668,666.6666666666666,0
122,University of Illinois - Urbana- Champaign (UIUC),history,0.91,2020-2021,1st,additional $2000 for first year,1,2020,20000,20000,0,0,20000,HistPolSoc,HistPolSoc,low,0,0,University of Illinois - Urbana- Champaign UIUC_HistPolSoc,21978.021978021978,0.0,1
123,University of Texas - Dallas (UTD),Bioengineering,1.16,2020-2021,5th,Health Insurance not included,5,2020,25000,25200,0,0,25200,Engineering,Engineering,low,200,200,University of Texas - Dallas UTD_Engineering,21551.724137931036,172.41379310344828,0
124,University of Texas - Dallas (UTD),Bioengineering,0.09,2020-2021,5th,Health Insurance not included,5,2020,1900,2100,0,0,2100,Engineering,Engineering,low,200,200,University of Texas - Dallas UTD_Engineering,21111.111111111113,2222.222222222222,0
125,Emory University,political science,1.31,2020-2021,1st,,1,2020,30623,31775,0,0,31775,HistPolSoc,HistPolSoc,low,1152,1152,Emory University_HistPolSoc,23376.335877862595,879.3893129770992,1
126,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.14,2016-2017,6th and up,,6,2016,25000,0,25000,0,25000,Chemistry,Chemistry,high,0,0,University of Illinois - Urbana- Champaign UIUC_Chemistry,21929.82456140351,0.0,0
127,University of Colorado - Boulder (UCB),Aerospace Engineering,1.5,2019-2020,1st,"No healthcare for dependents.
All depends make roughly the same, within $500 per year of each other, assuming you work summers.",1,2019,38200,40000,0,0,40000,Engineering,Engineering,low,1800,1800,University of Colorado - Boulder UCB_Engineering,25466.666666666668,1200.0,0
128,Pennsylvania State University (Penn State),Sociology,1.45,2020-2021,1st,,1,2020,32500,32500,0,0,32500,HistPolSoc,HistPolSoc,low,0,0,Pennsylvania State University Penn State_HistPolSoc,22413.793103448275,0.0,1
129,University of South Carolina (USC),Chemistry and Biochemistry,0.98,2020-2021,3rd,,3,2020,22000,24000,0,0,24000,Chemistry,Chemistry,low,2000,2000,University of South Carolina USC_Chemistry,22448.979591836734,2040.8163265306123,0
130,University of Illinois - Urbana- Champaign (UIUC),Mechanical Engineering,1.2,2020-2021,2nd,,2,2020,26290,0,22410,4980,27390,Engineering,Engineering,high,1100,1100,University of Illinois - Urbana- Champaign UIUC_Engineering,21908.333333333336,916.6666666666667,0
131,University of Illinois - Urbana- Champaign (UIUC),Accounting,1.48,2020-2021,1st,,1,2020,32500,0,26000,7600,33600,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1100,1100,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science,21959.45945945946,743.2432432432432,0
132,University of California - San Diego (UCSD),Political Science,0.87,2018-2019,3rd,,3,2018,23000,23000,0,0,23000,HistPolSoc,HistPolSoc,low,0,0,University of California - San Diego UCSD_HistPolSoc,26436.7816091954,0.0,1
133,Pennsylvania State University (Penn State),Sociology,1.45,2019-2020,1st,,1,2019,32500,32500,0,0,32500,HistPolSoc,HistPolSoc,low,0,0,Pennsylvania State University Penn State_HistPolSoc,22413.793103448275,0.0,1
134,University of Rochester (UR),Finance,1.54,2019-2020,1st,,1,2019,33000,33000,0,0,33000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Rochester UR_MathematicsAndComputer Science,21428.571428571428,0.0,0
135,Duke University (DU),Music,1.06,2019-2020,5th,,5,2019,23500,0,23500,0,23500,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology,22169.811320754718,0.0,1
136,Duke University (DU),Music,1.53,2018-2019,1st,,1,2018,34000,34000,0,0,34000,ArtsAndTheology,ArtsAndTheology,low,0,0,Duke University DU_ArtsAndTheology,22222.222222222223,0.0,1
137,University of Maryland - College Park (UMD),Bioengineering,1.03,2019-2020,1st,,1,2019,31121,32000,0,0,32000,Engineering,Engineering,low,879,879,University of Maryland - College Park UMD_Engineering,30214.563106796115,853.3980582524272,0
138,University of California - San Diego (UCSD),Bioinformatics,1.25,2019-2020,6th and up,,6,2019,33000,33000,0,0,33000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of California - San Diego UCSD_MathematicsAndComputer Science,26400.0,0.0,0
139,University of Colorado - Boulder (UCB),Communication,1.14,2019-2020,2nd,,2,2019,29000,0,26000,5000,31000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,2000,2000,University of Colorado - Boulder UCB_LinguisticsAndCommunication,25438.596491228072,1754.3859649122808,1
140,University of Southern California (USC),English,1.24,2018-2019,4th,,4,2018,32000,32000,0,0,32000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Southern California USC_LinguisticsAndCommunication,25806.451612903227,0.0,1
141,Duke University (DU),Religion,1.55,2019-2020,3rd,This stipend represents a base stipend (~$24k/yr) plus an additional four-year fellowship from the grad school (~$5k/yr). The $5500 is an additional summer fellowship through our department. My total stipend is about $34k. We also have health insurance that we do not pay out of pocket for.,3,2019,34350,0,28850,5500,34350,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology,22161.290322580644,0.0,1
142,Rutgers the State University of New Jersey - New Brunswick,English,0.88,2018-2019,5th,"This is on fellowship; on a TA/GA , stipend is about 26,000",5,2018,22700,0,23000,0,23000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,300,300,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication,25795.454545454544,340.90909090909093,1
143,University of Michigan - Ann Arbor (UM),History,1.36,2018-2019,1st,"I'm on a graduate school funding structure so I'm paid more upfront than my colleagues, but they will have more funding come year 5/6.",1,2018,31500,0,22000,10000,32000,HistPolSoc,HistPolSoc,high,500,500,University of Michigan - Ann Arbor UM_HistPolSoc,23161.76470588235,367.6470588235294,1
144,Northwestern University (NU),Sociology,1.46,2018-2019,3rd,,3,2018,35500,36000,0,0,36000,HistPolSoc,HistPolSoc,low,500,500,Northwestern University NU_HistPolSoc,24315.068493150684,342.4657534246575,1
145,Northwestern University (NU),History ,1.3,2019-2020,2nd,,2,2019,31625,32000,0,0,32000,HistPolSoc,HistPolSoc,low,375,375,Northwestern University NU_HistPolSoc,24326.923076923074,288.46153846153845,1
146,University of Texas - Austin (UT),History,1.05,2018-2019,3rd,,3,2018,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc,22857.142857142855,0.0,1
147,Rutgers the State University of New Jersey - New Brunswick,English,1.12,2019-2020,1st,,1,2019,29000,0,25000,5000,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,1000,1000,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication,25892.85714285714,892.8571428571428,1
148,Carnegie Mellon University (CMU),Chemical Engineering,1.49,2019-2020,1st,,1,2019,30750,31000,0,0,31000,Engineering,Engineering,low,250,250,Carnegie Mellon University CMU_Engineering,20637.58389261745,167.78523489932886,0
149,Michigan State University (MSU),Psychology ,1.32,2018-2019,2nd,Fellowship level,2,2018,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,Michigan State University MSU_HistPolSoc,20454.545454545452,0.0,1
150,California Institute of Technology (Caltech),Bioengineering,1.39,2019-2020,4th,,4,2019,36000,36000,0,0,36000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering,25899.28057553957,0.0,0
151,Stanford University (SU),Biology,1.54,2019-2020,1st,,1,2019,44100,44500,0,0,44500,Biology,Biology,low,400,400,Stanford University SU_Biology,28636.363636363636,259.7402597402597,0
152,University of North Carolina - Chapel Hill (UNC),History ,0.84,2019-2020,3rd,,3,2019,18700,0,15700,3000,18700,HistPolSoc,HistPolSoc,high,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc,22261.904761904763,0.0,1
153,Yale University (YU),Psychology,1.24,2019-2020,3rd,,3,2019,30625,30625,0,0,30625,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc,24697.58064516129,0.0,1
154,Emory University,Immunology,1.12,2016-2017,3rd,,3,2016,26175,28175,0,0,28175,Medical,Medical,low,2000,2000,Emory University_Medical,23370.535714285714,1785.7142857142856,0
155,University of Colorado - Boulder (UCB),Communication ,0.13,2019-2020,2nd,,2,2019,3240,0,2240,3000,5240,LinguisticsAndCommunication,LinguisticsAndCommunication,low,2000,2000,University of Colorado - Boulder UCB_LinguisticsAndCommunication,24923.076923076922,15384.615384615385,1
156,Columbia University (CU),Sociology ,1.11,2018-2019,1st,,1,2018,33000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,1000,1000,Columbia University CU_HistPolSoc,29729.729729729726,900.9009009009009,1
157,Arizona State University (ASU),Political Science,0.81,2018-2019,2nd,,2,2018,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0,Arizona State University ASU_HistPolSoc,22222.22222222222,0.0,1
158,University of California - San Francisco (UCSF),Neuroscience,1.34,2019-2020,2nd,High cost of living,2,2019,40000,40000,0,0,40000,Medical,Medical,low,0,0,University of California - San Francisco UCSF_Medical,29850.746268656716,0.0,0
159,University of North Carolina - Chapel Hill (UNC),Public Policy,1.03,2019-2020,6th and up,,6,2019,23000,0,18000,5000,23000,HistPolSoc,HistPolSoc,high,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc,22330.09708737864,0.0,1
160,New York University (NYU),Biology ,1.34,2018-2019,2nd,7217 in teaching pay per semester ,2,2018,39852,39852,0,0,39852,Biology,Biology,low,0,0,New York University NYU_Biology,29740.298507462685,0.0,0
161,University of Southern California (USC),Communication,1.25,2019-2020,6th and up,,6,2019,32400,33000,0,0,33000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,600,600,University of Southern California USC_LinguisticsAndCommunication,25920.0,480.0,1
162,Cornell University (CU),Astronomy,1.53,2019-2020,1st,Also covers tuition and most fees. Includes basic healthcare but eye and dental cost extra ($142 and $278 respectively). ,1,2019,37216,0,26000,11300,37300,PhysicsAndAstronomy,PhysicsAndAstronomy,high,84,84,Cornell University CU_PhysicsAndAstronomy,24324.183006535946,54.90196078431372,0
163,University of California - Los Angeles (UCLA),Psychology,1.04,2019-2020,1st,,1,2019,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,University of California - Los Angeles UCLA_HistPolSoc,25961.53846153846,0.0,1
164,University of Texas - Austin (UT),History,1.05,2019-2020,3rd,,3,2019,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc,22857.142857142855,0.0,1
165,Massachusetts Institute of Technology (MIT),Physics,1.43,2019-2020,2nd,,2,2019,39991,40331,0,0,40331,PhysicsAndAstronomy,PhysicsAndAstronomy,low,340,340,Massachusetts Institute of Technology MIT_PhysicsAndAstronomy,27965.734265734267,237.76223776223776,0
166,University of Pennsylvania,Psychology,1.24,2016-2017,5th,,5,2016,30000,30000,0,0,30000,HistPolSoc,HistPolSoc,low,0,0,University of Pennsylvania_HistPolSoc,24193.548387096773,0.0,1
167,Pennsylvania State University (Penn State),Geography,1.16,2019-2020,3rd,,3,2019,26000,26000,0,0,26000,Geography,Geography,low,0,0,Pennsylvania State University Penn State_Geography,22413.79310344828,0.0,0
168,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.27,2019-2020,1st,,1,2019,29476,31500,0,0,31500,Engineering,Engineering,low,2024,2024,Georgia Institute of Technology Georgia Tech_Engineering,23209.44881889764,1593.7007874015749,0
169,University of North Carolina - Chapel Hill (UNC),History,0.76,2018-2019,3rd,"The summer funding we receive is only for the first 3 years in the department, afterwards we don't receive summer funding. ",3,2018,17000,0,15800,3000,18800,HistPolSoc,HistPolSoc,high,1800,1800,University of North Carolina - Chapel Hill UNC_HistPolSoc,22368.42105263158,2368.4210526315787,1
170,University of Illinois - Urbana- Champaign (UIUC),Bioengineering,1.06,2018-2019,2nd,"My stipend is slightly raised each year, however I believe that is my PI and not necessarily the department practice. I also receive a $4,000 additional grant per academic year.",2,2018,23333,24640,0,0,24640,Engineering,Engineering,low,1307,1307,University of Illinois - Urbana- Champaign UIUC_Engineering,22012.264150943396,1233.0188679245282,0
171,University of Minnesota - Twin Cities (UM),Political Science,1.06,2018-2019,4th,,4,2018,24400,25000,0,0,25000,HistPolSoc,HistPolSoc,low,600,600,University of Minnesota - Twin Cities UM_HistPolSoc,23018.867924528302,566.0377358490566,1
173,Rutgers the State University of New Jersey - New Brunswick,English,0.85,2018-2019,5th,,5,2018,22000,0,23000,0,23000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,1000,1000,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication,25882.352941176472,1176.4705882352941,1
175,New York University (NYU),Biology,1.51,2019-2020,1st,"The second year and beyond we receive $400 per month for housing.  $7,000 additional if you TA a class.",1,2019,45000,45000,0,0,45000,Biology,Biology,low,0,0,New York University NYU_Biology,29801.324503311258,0.0,0
176,New York University (NYU),Biology,1.51,2018-2019,1st,"The second year and beyond we receive $400 per month for housing.  $7,000 additional if you TA a class.",1,2018,45000,45000,0,0,45000,Biology,Biology,low,0,0,New York University NYU_Biology,29801.324503311258,0.0,0
177,Stanford University (SU),Psychology,1.81,2018-2019,5th,This is a fellowship salary so includes a slightly higher base stipend and $5500 worth of bonuses from the fellowship. ,5,2018,51900,53000,0,0,53000,HistPolSoc,HistPolSoc,low,1100,1100,Stanford University SU_HistPolSoc,28674.03314917127,607.7348066298342,1
178,Stanford University (SU),Biosciences,1.42,2018-2019,1st,Housing is 1300 per month,1,2018,40800,43800,0,0,43800,Biology,Biology,low,3000,3000,Stanford University SU_Biology,28732.394366197186,2112.6760563380285,0
179,University of Southern California (USC),Political Science,1.16,2018-2019,2nd,,2,2018,29949,0,30000,0,30000,HistPolSoc,HistPolSoc,high,51,51,University of Southern California USC_HistPolSoc,25818.103448275862,43.96551724137932,1
180,Stanford University (SU),Biology ,1.54,2018-2019,4th,,4,2018,44270,44270,0,0,44270,Biology,Biology,low,0,0,Stanford University SU_Biology,28746.753246753247,0.0,0
